YesText#0,"""Yes"""
Revive_count_vita#0,"""Wevive automaticawwy aftew 10 seconds."""
Revive_count_5#0,"""Automaticawwy wevive aftew 5 seconds."""
Revive_count_Time#0,"""Automaticawwy wevive aftew $(0) seconds."""
LevelUp_Ask#0,"""You can level this skill up using %dSP.<br>Is that okay?<br><br>(Current skill points: %dSP)"""
LevelUp_Success#0,"""Wevewed up."""
LevelUp_Lack#0,"""You lack the skill points necessary to level up this skill. <br><br>You can view the skill's details with <%NextTabDetails>.<br><br>(1 SP required.)"""
LevelUp_Lack_v#0,"""スキルポイントが不足しているため、習得できません。<br><br>各スキルレベルでのステータスを<br><pict Sign_SELECT>で確認できます。<br><br>（必要スキルポイント: 1SP）"""
LevelUp_LackLv#0,"""Youw wevew is insufficient to weawn this."""
LevelUp_Max#0,"""You cannot wevew this up any fuwthew."""
LevelUp_Wait#0,"""Pwease wait."""
LevelUp_LackPre#0,"""Cannot learn because a prerequisite skill has not yet <br>reached the required level.<br><br>You can view the skill's details with <%NextTabDetails>."""
LevelUp_LackPre_v#0,"""前提スキルが必要レベルに達していないため、<br>習得することができません。<br><br>各スキルレベルでのステータスを<br><pict Sign_SELECT>で確認できます。"""
Rename#0,"""Skiww twee wenamed."""
Rename_Text#0,"""Pwease change the name of the sewected skiww twee."""
Exp_WholeSkillTree#0,"""Dispwaying aww sewected skiww twees"""
Exp_AddSkillTree#0,"""Spend AC to add a skiww twee"""
Exp_RenameSkillTree#0,"""Change the name of the sewected skiww twee"""
Exp_ClassSkillTree#0,"""%s cwass skiww twee"""
Failed#0,"""An ewwow occuwwed. Action has been suspended."""
Blank#2,"""-"""
Detail#0,"""Cwass Skiww detaiws"""
ClassSkillTree#0,"""Cwass Skiww Twee"""
SkillPoint#1,"""Cuwwent Skiww Points"""
ViewTree#0,"""View skiww twee"""
AddTree#0,"""Add a skiww twee"""
EditTreeComment#0,"""Edit the twee comment"""
EditTreeComment_Text#0,"""Pwease entew a comment fow the twee."""
sp#0,"""SP"""
Tutorial#0,"""Tutowiaw"""
Lock#0,"""Shows the wequiwed wevews of pwewequisite skiwws"""
Precondition#0,"""Pwewequisite"""
TreeCheck#0,"""Check Skiww Twee"""
TreeReset#0,"""Skiww Twee Twansfew"""
SKillName#0,"""Skiww Name"""
SKillTreeNameChange#0,"""Wename Skiww Twee"""
SKillTreeNameChangeVita#0,"""<pict Sign_SQUARE> Tree Name Change"""
NameInput#0,"""Name Entwy"""
RenameExplain#0,"""Please enter the desired name of the<br>skill tree below."""
RenameError#0,"""You cannot use this name."""
WeaponAction#0,"""Weapon Action"""
NormalAttack#0,"""Nowmaw Attack"""
Step#0,"""Step"""
StepAdvance#0,"""Step <br>Advance"""
StepAttack#0,"""Step <br>Attack"""
HunterJustReversal#0,"""Just <br>Reversal"""
HunterHPUp1#0,"""HP Boost 1"""
GuardStance#0,"""Guawd Stance"""
GuardStanceUp1#0,"""Guard Stance <br>Boost"""
HunterHPUp2#0,"""HP Boost 2"""
HunterHPUp3#0,"""HP Boost 3"""
AutoMateHalfline#0,"""Automate <br>Halfline"""
MaterialDefence1#0,"""Flash <br>Guard 1"""
TechDefence#0,"""Flash <br>Tech Guard"""
MaterialDefence2#0,"""Flash <br>Guard 2"""
GuardStancePoison#0,"""Guard Stance <br>Poison"""
GuardStanceBurn#0,"""Guard Stance <br>Burn"""
HunterDfpStrikeUp1#0,"""S-DEF Up"""
WarCry#0,"""Waw Cwy"""
IronWill#0,"""Iwon Wiww"""
HunterAtpStrikeUp1#0,"""S-ATK Boost 1"""
HunterAtpStrikeUp2#0,"""S-ATK Boost 2"""
FuryStance#0,"""Fuwy Stance"""
FuryStanceUp1#0,"""Fury Stance <br>Boost 1"""
FuryStanceUp2#0,"""Fury Stance <br>Boost 2"""
FuryStanceCritical#0,"""Fury <br>Critical"""
SwordGear#0,"""Swowd Geaw"""
WiredlanceGear#0,"""Wired <br>Lance Gear"""
PartisanGear#0,"""Pawtizan Geaw"""
JustAttackBonus1#0,"""JA Bonus 1"""
JustAttackBonus2#0,"""JA Bonus 2"""
Guard#1,"""Guawd"""
HunterDfpFirearmUp1#0,"""R-DEF Boost 1"""
JustGuard#0,"""Just Guawd"""
JustCounter#0,"""Just <br>Counter"""
Rare10Hunter#0,"""Rare Mastery <br>Hunter"""
FuryComboUp#0,"""Fury Combo <br>Boost"""
PrettyGood#0,"""Pwetty Good"""
Sacrifice#0,"""Absowption"""
HunterAtpStrikeUp3#0,"""S-ATK Boost 3"""
JustGuardAdvance#0,"""Just Guard <br>Advance"""
FuryGearBoost#0,"""Hunter Gear <br>Boost"""
NeverGiveup#0,"""Never <br>Give Up"""
MassiveHunter#0,"""Massive <br>Hunter"""
AdvanceGuard#0,"""Heawing Guawd"""
WarBrave#0,"""Waw Bwave"""
HunterDexUp1#0,"""DEX Up"""
AllGuard#0,"""Aww Guawd"""
GuardStanceJustGuradAttack#0,"""Guard Stance <br>Advance"""
JustGuardPpSave#0,"""Just Guard <br>PP Gain"""
ChargeParrying#0,"""Charge <br>Parry"""
FighterStep#0,"""Step"""
FighterStepAdvance#0,"""Step <br>Advance"""
FighterStepAttack#0,"""Step <br>Attack"""
FighterJustReversal#0,"""Just <br>Reversal"""
FighterAtpStrikeUp1#0,"""S-ATK Boost 1"""
BraveStanceUp1#0,"""Brave Stance <br>Up"""
BraveCritical#0,"""Brave <br>Critical"""
BraveStance#0,"""Brave <br>Stance"""
FighterHPUp1#0,"""HP Boost 1"""
KnuckleGear#0,"""Knuckwes Geaw"""
TwindaggerGear#0,"""T. Dagger <br>Gear"""
FighterAtpStrikeUp2#0,"""S-ATK Boost 2"""
FighterDfpStrikeUp1#0,"""S-DEF Up"""
AbnormalAdvance#0,"""Chase <br>Advance"""
AbnormalBind#0,"""Chase <br>Bind"""
WiseStanceUp1#0,"""Wise Stance <br>Up"""
WiseCritical#0,"""Wise <br>Critical"""
WiseStance#0,"""Wise Stance"""
FighterHPUp2#0,"""HP Boost 2"""
FighterAtpStrikeUp3#0,"""S-ATK Boost 3"""
DoublesaverGear#0,"""D. Saber <br>Gear"""
HalflineSlayer#0,"""Halfline <br>Slayer"""
DeadlineSlayer#0,"""Deadline <br>Slayer"""
Rare10Fighter#0,"""Rare Mastery <br>Fighter"""
PPSlayer#0,"""PP Swayew"""
HalflineAbnormal#0,"""Halfline <br>Boost"""
Adrenalin#0,"""Adwenawine"""
CrazyHeart#0,"""Cwazy Heawt"""
CrazyBeat#0,"""Cwazy Beat"""
ThirdAct#0,"""Thiwd Act"""
AbnormalAdvance2#0,"""Chase <br>Advance Plus"""
CriticalStrike#0,"""Critical <br>Strike"""
LimitBreak#0,"""Wimit Bweak"""
TecArtsJABonus#0,"""Tech Arts <br>JA Bonus"""
FighterDexUp1#0,"""DEX Up"""
DoubleSaberTwister#0,"""Double Saber <br>Wind Parry"""
KnuckleGearKeep#0,"""Knuckle Gear <br>Boost"""
TwinDaggerSpinMove#0,"""Twin Dagger <br>Spin Move"""
LimitBreakPhotonCharge#0,"""Limit Break <br>Photon Charge"""
TecArtsJAPPSave#0,"""Tech Arts <br>JA PP Save"""
Diveroll#0,"""Dive Woww"""
DiverollAdvance#0,"""Dive Roll <br>Advance"""
RangerJustReversal#0,"""Just <br>Reversal"""
RangerDexUp1#0,"""DEX Boost 1"""
WeakSnipeBonus1#0,"""Weak Hit <br>Advance 1"""
ReloadWeak#0,"""Weak <br>Bullet"""
RangerDexUp2#0,"""DEX Boost 2"""
RangerDexUp3#0,"""DEX Boost 3"""
WeakSnipeBonus2#0,"""Weak Hit <br>Advance 2"""
StandUpSnipe1#0,"""Standing <br>Snipe 1"""
RangerDfpFirearmUp1#0,"""R-DEF Boost"""
StandUpSnipe2#0,"""Standing <br>Snipe 2"""
ToolMastery#0,"""Tool <br>Mastery"""
TrapPoizon#0,"""Poison Twap"""
TrapPoizonCustom#0,"""Poison T <br>Custom"""
TrapUpper#0,"""Uppew Twap"""
TrapUpperCustom#0,"""Upper T <br>Custom"""
TrapFlash#0,"""Stun <br>Grenade"""
TrapSearch#0,"""Twap Seawch"""
RangerAtpFirearmUp1#0,"""R-ATK Boost 1"""
ReloadBind#0,"""Bind <br>Bullet"""
RangerAtpFirearmUp2#0,"""R-ATK Boost 2"""
ReloadJellen#0,"""Jellen <br>Shot"""
ReloadMirage#0,"""Mirage <br>Shot"""
ReloadPanic#0,"""Panic <br>Shot"""
Rare10Ranger#0,"""Rare Mastery <br>Ranger"""
KillingBonus#0,"""Kiwwing Bonus"""
FirstHit#0,"""Fiwst Hit"""
BulletPPSave#0,"""PP Save <br>Bullet"""
TacticsTrap#0,"""Tactics <br>Trap"""
PowerBullet#0,"""Powew Buwwet"""
WeakSnipeAddPB#0,"""Weak Hit <br>Blast Bonus"""
SniperPride#0,"""Sharp <br>Shooter"""
BulletKeep#0,"""Buwwet Keep"""
GravityBom#0,"""Gwavity Bomb"""
MovingSnipe#0,"""Moving Snipe"""
DiverollShoot#0,"""Dive Woww Shoot"""
BulletKeepGs#0,"""Bullet Keep <br>Gunslash"""
MassiveBullet#0,"""Massive <br>Bullet"""
BulletDiverollShoot#0,"""Keep <br>Roll Shoot"""
GunnerDiveroll#0,"""Dive Woww"""
GunnerDiverollAdvance#0,"""Dive Roll <br>Advance"""
GunnerDfpFirearmUp1#0,"""R-DEF Boost 1"""
GunnerJustReversal#0,"""Just <br>Reversal"""
GunnerAtpFirearmUp1#0,"""R-ATK Boost 1"""
GunnerAtpFirearmUp2#0,"""R-ATK Boost 2"""
GunnerAtpFirearmUp3#0,"""R-ATK Boost 3"""
GunnerZeroRangeBonus1#0,"""Zero Range <br>Advance 1"""
GunnerZeroRangeBonus2#0,"""Zero Range <br>Advance 2"""
GunnerAttackPPRestraint#0,"""Attack <br>PP Restore"""
TwinmachinegunGear#0,"""Twin <br>M.gun Gear"""
ShowTime#0,"""Showtime"""
GunnerHPUp1#0,"""HP Up"""
ChainTrigger#0,"""Chain <br>Trigger"""
ChainFinish#0,"""Chain <br>Finish"""
GunnerDexUp1#0,"""DEX Boost 1"""
AerialAdvance#0,"""Aerial <br>Advance"""
GunnerDexUp2#0,"""DEX Boost 2"""
GunnerDfpFirearmUp2#0,"""R-DEF Boost 2"""
GunnerAutoMateDeadline#0,"""Automate <br>Deadline"""
Rare10Gunner#0,"""Rare Mastery <br>Gunner"""
PerfectKeeper#0,"""Pewfect Keepew"""
SRollUP#0,"""S Woww Up"""
SRollCombo#0,"""S Roll <br>JA Bonus"""
SRollArts#0,"""S Woww Alts"""
ShowTimeAdvance#0,"""Showtime <br>Advance"""
ToughnessTime#0,"""Toughness<br>Time"""
ShowTimeStar#0,"""Showtime <br>Star"""
HighTime#0,"""High Time"""
GunnerZeroRangeCritical#0,"""Zero Range <br>Critical"""
TwiceChain#0,"""Twice Chain"""
ChainFinishBonus#0,"""Chain Finish <br>Bonus"""
OnemoreTime#0,"""One Mowe Time"""
GunnerDiverollShoot#0,"""Dive Woww Shoot"""
MasteryTwinmachinegun#0,"""T Machinegun <br>Mastery"""
TecArtsChargePA#0,"""TMG Arts<br>S-Charge"""
MirageEscape#0,"""Mirage <br>Escape"""
MirageEscapeAdvance#0,"""Mirage E.<br>Advance"""
ForceJustReversal#0,"""Just <br>Reversal"""
ForceAtpTechnicUp1#0,"""T-ATK Boost 1"""
TechChargeBonus1#0,"""Tech Charge <br>Advance 1"""
TechChargeBonus2#0,"""Tech Charge <br>Advance 2"""
ChargePPRestraint#0,"""Charge PP <br>Revival"""
PhotonFlare#0,"""Photon Fwawe"""
PhotonFlareBoost#0,"""Photon Flare <br>Advance"""
ForcePPUp1#0,"""PP Boost 1"""
ForcePPUp2#0,"""PP Boost 2"""
TechNonChargeBonus1#0,"""Normal Tech <br>Advance"""
PPRestraint1#0,"""PP<br>Restorate 1"""
PPRestraint2#0,"""PP<br>Restorate 2"""
ForceAtpTechnicUp2#0,"""T-ATK Boost 2"""
TechJustAttackBonus1#0,"""Tech <br>JA Advance"""
MasteryFire1#0,"""Flame <br>Mastery 1"""
BurnBoost#0,"""Burn <br>Boost"""
MasteryFire2#0,"""Flame <br>Mastery 2"""
FireTechnicShortCharge#0,"""Flame Tech <br>S Charge"""
MasteryIce1#0,"""Ice <br>Mastery 1"""
FreezeBoost#0,"""Freeze <br>Boost"""
MasteryIce2#0,"""Ice <br>Mastery 2"""
FreezeIgnition#0,"""Freeze <br>Ignition"""
MasteryLightning1#0,"""Bolt <br>Mastery 1"""
ShockBoost#0,"""Shock <br>Boost"""
MasteryLightning2#0,"""Bolt <br>Mastery 2"""
LightningTechnicPPSave#0,"""Bolt Tech <br>PP Save"""
ForceDfpTechnicUp1#0,"""T-DEF Boost"""
Rare10Force#0,"""Rare Mastery <br>Force"""
PhotonFlareAfterBurst#0,"""Photon Flare <br>Afterburst"""
PhotonFlareTactics#0,"""Photon Flare <br>Boost"""
FreezeKeep#0,"""Fweeze Keep"""
TalisTecBonus#0,"""Talis Tech <br>Bonus"""
FreezeIgnitionUP#0,"""F Ignition <br>Boost"""
ForceAtpTechnicUp3#0,"""T-ATK High <br>Boost"""
ErementConversion#0,"""Element <br>Conversion"""
ChargeEscape#0,"""Chawge Escape"""
ForceDexUp1#0,"""DEX Up"""
ForceHPUp1#0,"""HP Boost"""
RodKeepBornus#0,"""Rod Keep <br>Bonus"""
RodChargeGuard#0,"""Rod Charge <br>Guard"""
TalisTecFastThrow#0,"""Talis <br>Fast Throw"""
RodShoot#0,"""Rod <br>Shoot"""
ForceChargeTechJA#0,"""Tech Charge <br>JA Addition"""
TecherMirageEscape#0,"""Mirage <br>Escape"""
TecherJustReversal#0,"""Just <br>Reversal"""
TecherAtpTechnicUp1#0,"""T-ATK Boost 1"""
ShiftaAdvance#0,"""Shifta <br>Advance"""
ShiftaCritical#0,"""Shifta <br>Critical"""
DebandAdvance#0,"""Deband <br>Advance"""
DebandCut#0,"""Deband <br>Cut"""
TecherAtpTechnicUp2#0,"""T-ATK Boost 2"""
ElementalWeakPoint#0,"""Element <br>Weak Hit"""
TecherPPUp1#0,"""PP Boost 1"""
TecherDfpTechnicUp1#0,"""T-DEF Boost"""
PPRestraint#0,"""PP Westowe"""
WandGear#0,"""Wand Geaw"""
TerritoryBurst#0,"""Territory <br>Burst"""
TecherPPUp2#0,"""PP Boost 2"""
TecherPPConvert#0,"""PP Convewsion"""
MasteryLight1#0,"""Light <br>Mastery 1"""
PanicBoost#0,"""Panic <br>Boost"""
RestaAdvance#0,"""Resta <br>Advance"""
MasteryLight2#0,"""Light <br>Mastery 2"""
MasteryDark1#0,"""Dark <br>Mastery 1"""
PoisonBoost#0,"""Poison <br>Boost"""
PoisonExplosion#0,"""Poison <br>Ignition"""
MasteryDark2#0,"""Dark <br>Mastery 2"""
MasteryWind1#0,"""Wind <br>Mastery 1"""
MirageBoost#0,"""Mirage <br>Boost"""
MasteryWind2#0,"""Wind <br>Mastery 2"""
Rare10Techer#0,"""Rare Mastery <br>Techer"""
TerritoryBurstAdvance#0,"""Territory B.<br>Advance"""
PowerWand#0,"""Wand <br>Reactor"""
SuperTreatment#0,"""Super <br>Treatment"""
ExtendAssist#0,"""Extend Assist"""
TerritoryPPSave#0,"""Territory PP <br>Save"""
TecherAtpStrikeUp#0,"""S-ATK Boost"""
MainWand#0,"""Wand Wuvws"""
LongTimeAssist#0,"""Long-Time <br>Assist"""
ShiftaStrike#0,"""Shifta Stwike"""
DebandToughness#0,"""Deband <br>Toughness"""
TecherDexUp1#0,"""DEX Up"""
RebirtherField#0,"""Reverser <br>Field"""
RebirthBornus#0,"""Webiwth Bonus"""
WideSupport#0,"""Wide Suppowt"""
WandGearElement#0,"""Wand Gear <br>Element"""
TechterChargeTechJA#0,"""Tech Charge <br>JA Addition"""
BraverGuard#0,"""Guawd"""
BraverStep#0,"""Step"""
BraverStepAdvance#0,"""Step <br>Advance"""
BraverStepAttack#0,"""Step <br>Attack"""
BraverJustReversal#0,"""Just <br>Reversal"""
Combat#0,"""Katana Combat"""
CombatJABonus1#0,"""Combat JA <br>Bonus"""
CombatFinish#0,"""Combat <br>Finish"""
ShortTime#0,"""Wapid Shot"""
ShortTimeUp1#0,"""Rapid Shot <br>Up 1"""
ShortTimeBonus1#0,"""Rapid Shot <br>Mastery"""
AverageStance#0,"""Average <br>Stance"""
AverageStanceUp1#0,"""Average S <br>Boost"""
AverageStanceCritical#0,"""Average S <br>Critical"""
AverageChargeBonus#0,"""Average S <br>Charge"""
WeakStance#0,"""Weak Stance"""
WeakStanceUp1#0,"""Weak Stance <br>Boost"""
WeakStanceCritical#0,"""Weak Stance <br>Critical"""
WeakChargeBonus#0,"""Weak Stance <br>Charge"""
BraverMag#0,"""Bwavew Mag"""
Rare10Braver#0,"""Rare Mastery <br>Braver"""
JustReversalBonus#0,"""J Reversal <br>Cover"""
KatanaGear#0,"""Katana Geaw"""
BraveConvert#0,"""Brave <br>Effect"""
CriticalBonus#0,"""Critical <br>Bonus"""
SnatchStep#0,"""Snatch Step"""
BraverDexUp1#0,"""DEX Boost 1"""
BraverDexUp2#0,"""DEX Boost 2"""
BraverAtpStrikeUp1#0,"""S-ATK Boost"""
BraverAtpFirearmUp1#0,"""R-ATK Boost"""
ChargeAttackUp#0,"""Chawge Bonus"""
CombatEscape#0,"""Combat <br>Escape"""
ShortTimeUp2#0,"""Rapid Shot <br>Up 2"""
ShortTimeAdvance#0,"""Rapid Shooting <br>Advance"""
CounterEdge#0,"""Countew Edge"""
AttackAdvance#0,"""Attack<br>Advance"""
ChargeShoot#0,"""Chawge Shot"""
SnatchStepJACombo#0,"""Snatch JA <br>Combo"""
QuickMate#0,"""Quick Mate"""
BowChargeBonus#0,"""Bullet Bow <br>Charge Bonus"""
KatanaCounterBonus#0,"""Counter <br>Bonus"""
KatanaGearBoost#0,"""Katana Gear <br>Boost"""
BouncerStep#0,"""Miwage Step"""
BouncerStepAdvance#0,"""Step <br>Advance"""
BouncerStepAttack#0,"""Step <br>Attack"""
BouncerJustReversal#0,"""Just <br>Reversal"""
JustReversalPPBonus#0,"""J-Reversal <br>PP Gain"""
BouncerAtpStrikeUp1#0,"""S-ATK Boost 1"""
BouncerAtpStrikeUp2#0,"""S-ATK Boost 2"""
BouncerAtpTechnicUp1#0,"""T-ATK Boost"""
BouncerDexUp1#0,"""DEX Up"""
JetBootsGear#0,"""Jet Boots <br>Gear"""
DualbladeGear#0,"""Dual Blades <br>Gear"""
CraftMastaryBouncer#0,"""Craft <br>Mastery"""
Rare10Bouncer#0,"""Rare Mastery <br>Bouncer"""
BouncerMag#0,"""Bouncew Mag"""
ElementalPPRestraintField#0,"""Elemental PP <br>Restorate F"""
CriticalField#0,"""Critical <br>Field"""
ShiftaAirAttackBurst#0,"""Shifta Air <br>Attack Boost"""
DebundPPRestraint#0,"""Deband Attack <br>PP Restorate"""
HealShare#0,"""Heaw Shawe"""
HealBonus#0,"""Heaw Bonus"""
RapidBurst#0,"""Wapid Boost"""
RapidBurstJABonus#0,"""Rapid Boost <br>JA Bonus"""
ElementalBurst#0,"""Elemental <br>Burst"""
PhotonBladeFever#0,"""Photon Blade <br>Fever"""
PhotonBladeFeverUp1#0,"""Photon Blade <br>Fever Boost"""
PhotonBladeEscape#0,"""Photon Blade <br>Escape"""
ElementalStance#0,"""Ewement Stance"""
ElementalStanceUp1#0,"""Element Stance <br>Boost"""
ElementalStanceCritical#0,"""Element Stance <br>Critical"""
BreakStance#0,"""Bweak Stance"""
BreakStanceUp1#0,"""Break Stance <br>Boost"""
BreakStanceCritical#0,"""Break Stance <br>Critical"""
JetBootsStrike#0,"""Switch Stwike"""
BreakStanceDualBonus#0,"""Break Stance <br>D-Bonus"""
FieldRemain#0,"""Fiewd Wemain"""
JetBootsEscape#0,"""Jet Boots <br>Escape"""
JetBootsGearBoost#0,"""Jet Boots <br>Gear Boost"""
OnemoreJump#0,"""One More <br>Jump"""
SummonerMirageEscape#0,"""Mirage <br>Escape"""
SummonerJustReversal#0,"""Just <br>Reversal"""
Rare10Summoner#0,"""Rare Mastery <br>Summoner"""
SummonerHPUp1#0,"""HP Up"""
SummonerHPUp2#0,"""HP High Up"""
SummonerPPUp1#0,"""PP Boost 1"""
SummonerPPUp2#0,"""PP Boost 2"""
AllAttackUp1#0,"""All-ATK <br>Up"""
AllAttackUp2#0,"""All-ATK <br>High Up"""
AllFDiffenceUp1#0,"""All DEF + DEX <br>Up"""
AllFDiffenceUp2#0,"""All DEF + DEX <br>High Up"""
AllJAUp#0,"""Aww JA Up"""
AllJAComboUp#0,"""All JA Up <br>Combo"""
PetPhotonBarrier#0,"""Pet <br>Photon Barrier"""
PetResque#0,"""Deaw Mastew"""
HPAutoRestraint#0,"""HP Westowe"""
MassiveMate#0,"""Massive Mate"""
GetReadyGetUp#0,"""Get Up"""
QuickRecovery#0,"""Quick <br>Recovery"""
SummonerSubClassEXPUp#0,"""Subclass <br>Grow Up"""
SummonerJAPPSave#0,"""JA PP Save"""
PetAssist#0,"""Point Assist"""
PetAssistPlus#0,"""Suppowt Fiwe"""
SubPetRrcoverUp#0,"""Reserve <br>Recovery"""
PetHPRestraint#0,"""Pet Wecuvwy"""
PetSympathy#0,"""Pet <br>Sympathy"""
HarmonizeUp#0,"""Harmonize <br>Up"""
EasySympathy#0,"""Easy <br>Sympathy"""
SympathyTime#0,"""Sympathy <br>Time"""
PetStand#0,"""Altew Ego"""
SummonerPPAdvance#0,"""PB Advance"""
TamingMaster#0,"""Taming <br>Master"""
PetSwtichStrike#0,"""Pet Switch <br>Strike"""
PetSwtichShoot#0,"""Pet Switch <br>Shoot"""
AllAttackBonus1#0,"""All Attack <br>Bonus 1"""
AllAttackBonus2#0,"""All Attack <br>Bonus 2"""
PetElementalWeakPoint#0,"""Pet Element <br>Weak Hit"""
PetElementPPRestraint#0,"""Element <br>PP Restorate"""
LongDistanceLove#0,"""Long Distance <br>Love"""
TakeOver#0,"""Assist Shawe"""
Intensive#0,"""Hewo Boost"""
WpnmanWeaponBonus1#0,"""Hero Weapon <br>Bonus 1"""
WpnmanWeaponBonus2#0,"""Hero Weapon <br>Bonus 2"""
WeakAttackCritical#0,"""Weak Attack <br>Critical"""
WpnmanCounter#0,"""Hero <br>Counter"""
WpnmanTime#0,"""Hero Gear/<br>Hero Time"""
WpnmanTimeFinish#0,"""Hero Time <br>Finish"""
WpnmanTimeCounterBonus#0,"""HT Counter <br>Bonus"""
WpnmanTimeCounterPpGain#0,"""HT Counter <br>PP Gain"""
SwordShotCharge2#0,"""Aura <br>High Charge"""
SwordShotComboShortCharge#0,"""Combo Aura <br>Short Charge"""
AllTechPPSave#0,"""All Tech <br>PP Save"""
ZeroRangeGearUp#0,"""Zero Range <br>Gear Up"""
LongRangeGearUp#0,"""Long Range <br>Gear Up"""
ComboGearUp#0,"""Combo <br>Gear Up"""
VictoryShout#0,"""Victory <br>Shout"""
HFlushGuard#0,"""Hero Flash <br>Guard"""
SolidWpnman#0,"""Sowid Hewo"""
WpnmanAttackBonus#0,"""H Attack <br>Bonus"""
WpnmanMag#0,"""Hewo Mag"""
WpnmanAtpAllUp1#0,"""Increase All <br>ATK Up"""
WpnmanDfpAllUp1#0,"""Increase All <br>DEF Up"""
WpnmanHPUp1#0,"""HP Up"""
WpnmanPPUp1#0,"""PP Up"""
WpnmanWill#0,"""Hewo Wiww"""
WpnmanJustReversal#0,"""Just <br>Reversal"""
WpnmanNextJump#0,"""Next <br>Jump"""
WpnmanOneMoreJump#0,"""One More <br>Jump"""
WpnmanComeAgain#0,"""Come Again"""
WpnmanChargeKeep#0,"""H Talis <br>Charge Keep"""
WpnmanTMGAttackPPSave#0,"""TMG Attack <br>PP Save"""
WpnmanGearTimeGain#0,"""Hero Gear <br>Time Gain"""
FirstBlood#0,"""Fiwst Bwood"""
WpnmanStep#0,"""Step"""
WpnmanStepAttack#0,"""Step<br>Attack"""
WpnmanTalisWeaponAction#0,"""Tawis Action"""
CaptureShot#0,"""Stun Shot"""
PPOneTimeUp#0,"""Unwimited PP"""
FirstAid#0,"""Fiwst Aid"""
Barrier#0,"""Bawwiew"""
Sprint#0,"""Spwint"""
ring_MassiveHunter#0,"""Massive Huntew"""
ring_PhotonFlare#0,"""Photon Fwawe"""
ring_PPConvert#0,"""PP Convewsion"""
ring_ElementalPPRestraintField#0,"""EPPW Fiewd"""
ring_HighJump#0,"""Jumping <br>Dodge"""
ring_CriticalField#0,"""Critical <br>Field"""
ring_Sprint#0,"""Spwint"""
WeaponAction#1,"""武器アクション説明テキスト(仮)"""
NormalAttack#1,"""通常攻撃説明テキスト(仮)"""
Step#1,"""Step quickwy to muv a showt distance."""
StepAdvance#1,"""Extends invincibiwity duwing Step."""
StepAttack#1,"""Enabwes attacks duwing Step."""
HunterJustReversal#1,"""Jump when knocked down ow bwown away to quickwy wecuvw."""
HunterHPUp1#1,"""Incweases maximum HP."""
GuardStance#1,"""Weduces stwiking damage weceived, but weduces stwiking and wanged damage infwicted. Deactivates Fuwy Stance."""
GuardStanceUp1#1,"""Incweases damage wesistance duwing Guawd Stance."""
HunterHPUp2#1,"""Incweases maximum HP. Gweatew effect than HP Boost 1."""
HunterHPUp3#1,"""Incweases maximum HP. Gweatew effect than HP Boost 2."""
AutoMateHalfline#1,"""Automaticawwy use a -mate item when damaged to bewow 50% HP."""
MaterialDefence1#1,"""Weduces damage fwom stwiking and wanged attacks."""
TechDefence#1,"""Weduces damage fwom Techniques."""
MaterialDefence2#1,"""Weduces damage fwom stwiking and wanged attacks."""
GuardStancePoison#1,"""Cuwes poison whiwe using Guawd Stance."""
GuardStanceBurn#1,"""Cuwes buwn whiwe using Guawd Stance."""
HunterDfpStrikeUp1#1,"""Incweases stwiking defense."""
WarCry#1,"""Dwaw enemy attention to youwsewf."""
IronWill#1,"""Attacks that wouwd incapacitate you may weave you at 1 HP instead, pwoviding tempowawy invincibiwity."""
HunterAtpStrikeUp1#1,"""Boosts S-ATK."""
HunterAtpStrikeUp2#1,"""Incweases stwiking attack. Gweatew effect than S-ATK Boost 1."""
FuryStance#1,"""Passive skiww that incweases stwiking and wanged damage done, but incweases stwiking damage weceived."""
